,Step,Value,3p-collision-2 - success_rate__MIN,3p-collision-2 - success_rate__MAX
72,8760000,0.8500000238418579,0.8500000238418579,0.8500000238418579
73,8880000,0.800000011920929,0.800000011920929,0.800000011920929
74,9000000,0.7400000095367432,0.7400000095367432,0.7400000095367432
75,9120000,0.7200000286102295,0.7200000286102295,0.7200000286102295
76,9240000,0.8500000238418579,0.8500000238418579,0.8500000238418579
77,9360000,0.8600000143051147,0.8600000143051147,0.8600000143051147
78,9480000,0.8799999952316284,0.8799999952316284,0.8799999952316284
79,9600000,0.8399999737739563,0.8399999737739563,0.8399999737739563
80,9720000,0.8299999833106995,0.8299999833106995,0.8299999833106995
81,9840000,0.8999999761581421,0.8999999761581421,0.8999999761581421
82,9960000,0.8700000047683716,0.8700000047683716,0.8700000047683716
83,10080000,0.9200000166893004,0.9200000166893004,0.9200000166893004
84,10200000,0.9300000071525574,0.9300000071525574,0.9300000071525574
85,10320000,0.8999999761581421,0.8999999761581421,0.8999999761581421
86,10440000,0.8500000238418579,0.8500000238418579,0.8500000238418579
87,10560000,0.8700000047683716,0.8700000047683716,0.8700000047683716
88,10680000,0.8700000047683716,0.8700000047683716,0.8700000047683716
89,10800000,0.959999978542328,0.959999978542328,0.959999978542328
90,10920000,0.8999999761581421,0.8999999761581421,0.8999999761581421
91,11040000,0.8700000047683716,0.8700000047683716,0.8700000047683716
92,11160000,0.8600000143051147,0.8600000143051147,0.8600000143051147
93,11280000,0.8899999856948853,0.8899999856948853,0.8899999856948853
94,11400000,0.8899999856948853,0.8899999856948853,0.8899999856948853
95,11520000,0.8399999737739563,0.8399999737739563,0.8399999737739563
96,11640000,0.8899999856948853,0.8899999856948853,0.8899999856948853
97,11760000,0.9100000262260436,0.9100000262260436,0.9100000262260436
98,11880000,0.8700000047683716,0.8700000047683716,0.8700000047683716
99,12000000,0.9399999976158142,0.9399999976158142,0.9399999976158142
100,12120000,0.9200000166893004,0.9200000166893004,0.9200000166893004
101,12240000,0.8899999856948853,0.8899999856948853,0.8899999856948853
102,12360000,0.8399999737739563,0.8399999737739563,0.8399999737739563
103,12480000,0.9200000166893004,0.9200000166893004,0.9200000166893004
